event_id,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
32957,2022-04-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,People's Defense Force - Myaing,Young Force-UG; Earthquake People's Defense Force - UG; PW Generation,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,1,Democratic Voice of Burma,National,"On 15 April 2022, in Pakokku town (Pakokku township, Pakokku district, Magway region), the Myaing PDF, the Young Force-UG, Earthquake People's Defense Force - UG and the PW Generation fired 60 mm heavy artillery shells at the military forces stationed near the Technological University, Pakokku with At least five military soldiers were killed.",5,1650379020
32922,2022-04-13,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Yesagyo,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Gwet Gyi,21.4826,95.2405,2,Democratic Voice of Burma,National,"On 13 April 2022, between Gwet Gyi and Ah Lel Thaung villages (coded as Gwet Gyi) (Yesagyo township, Pakokku district, Magway region), the Yesagyo PDF attacked a military vehicle coming from Sin Ma Ye village with mines at around 6 pm. Casualties unknown.",0,1650379020
32872,2022-04-12,2022,1,Explosions/Remote violence,Grenade,PKU N PDF: Pakokku North PDF,King Cobra-Khin U; Southern YSO PDF: Southern Yesagyo PDF,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,1,Democratic Voice of Burma,National,"On 12 April 2022, in Pakokku town (Pakokku district, Magway region), the Pakokku North PDF (PKU N PDF) and its allies - King Cobra-Khin U, Southern YSO PDF - hurled a homemade explosive at military troops stationing at around 11 am on ASEAN Road, injuring three military troops. They also hurled a homemade explosive at the house of a person, who is accused of being a military informant, at around 1 pm on Industrial Road.",0,1650379020
32807,2022-04-11,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Pyu Saw Htee,,3,Civilians (Myanmar),,7,37,Southeast Asia,Myanmar,Magway,Pakokku,Seikphyu,Shar Hla,21.2024,94.3774,1,Shwe Phee Myay News Agency,National,"On 11 April 2022, in Shar Hla village, Seikphyu township (Pakokku district, Magway region), landmines planted by the Pyu Saw Htee members exploded and killed a 40-year-old local civilian.",1,1650379021
32749,2022-04-10,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Myaing,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Myaing,Myaing,21.6125,94.8543,2,Shwe Phee Myay News Agency; Ministry of Defense - NUG,National,"On 10 April 2022, in Myaing township (Pakokku district, Magway region), the People's Defense Force (Myaing) attacked 15 Myanmar military soldiers from Kyauk Khwat Yay Nan Myay base with mines at 7:30 pm. There was 1 fatalities and at least 5 injuries from military side.",1,1650379020
32778,2022-04-10,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,MDA: Magway Division Army,,3,,,0,30,Southeast Asia,Myanmar,Magway,Magway,Magway,Magway,20.1496,94.9325,1,Democratic Voice of Burma,National,"On 10 April 2022, in Magway town of Magway township (Magway district, Magway region), the Myanmar Division Army (MDA) carried out a bomb attack against a pavilion constructed by the Myanmar military for celebration of the Thingyan Water Festival at around 8 pm.",0,1650379020
32731,2022-04-09,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Pwintbyu,,3,,,0,30,Southeast Asia,Myanmar,Magway,Minbu,Pwintbyu,Pwintbyu,20.3633,94.6693,2,Democratic Voice of Burma,National,"On 9 April 2022, in Pwintbyu township (Minbu district, Magway region), the People's Defense Force (Pwintbyu) bombed the power transmission lines which were connected to the military cotton cultivation base in the noon time. The reason for the attack was that EPC had been cutting electricity to 30 villages in Pwintbyu township for not paying the bills. There were no casualties.",0,1650379020
32653,2022-04-08,2022,1,Explosions/Remote violence,Air/drone strike,YPDF: Yaw People's Defense Force,,3,Police Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Gangaw,Saw,Saw,21.1498,94.1556,1,Democratic Voice of Burma,National,"On 8 April 2022, in Saw town (Saw township, Gangaw district, Magway region), the Drone and Weapon Technology Team of the Yaw People's Defense Force launched drone attacks against the Saw Myo Ma police station and communication office. Casualties unknown.",0,1649773383
32679,2022-04-08,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Myanmar (2021-),,1,,,0,10,Southeast Asia,Myanmar,Magway,Minbu,Ngape,Ngape,20.0753,94.4676,1,BBC News,International,"On 8 April 2022, in Ngape town (Ngape township, Minbu district, Magway region), the Myanmar military conducted airstrike, forcing locals to flee. Casualties Unknown.",0,1650379020
32627,2022-04-07,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Yesagyo,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Pa Khan Nge,21.5432,95.2506,2,Myanmar Labour News; Ministry of Defense - NUG,National,"On 7 April 2022, near Pa Khan Nge village (Yesagyo township, Pakokku district, Magway region), the Yesagyo PDF attacked military forces returning from Ye Lel Kyun with mines at around 1 am. Casualties unknown.",0,1649773383
32638,2022-04-07,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Pauk,Pauk,21.4522,94.4737,2,VOA; Democratic Voice of Burma; Myanmar Now,National-International,"On 7 April 2022, in Pauk township (Pakokku district, Magway region), the military fired from helicopters at villages around Yaw stream between 12:30 pm and 3 pm, forcing villagers from the nearby villages to flee. The DVB and VOA reported that a 65-year-old man from Kyun Yin village was killed and two others were seriously injured due to the airstrikes.",1,1649773383
32675,2022-04-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,,,0,10,Southeast Asia,Myanmar,Magway,Minbu,Sidoktaya,Sidoktaya,20.4466,94.2455,2,Ministry of Defense - NUG,National,"On 7 April 2022, in Thet Kei Kyin village of Sidoktaya township (Minbu district, Magway region), soldiers from the No 14 Defense Equipment Factory fired heavy weapons at the village. Casualties unknown.",0,1649773383
32680,2022-04-07,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Minbu,Salin,Kyun Yin,20.6057,94.5313,1,BBC News,International,"On 7 April 2022, in Kyun Yin village (Salin township, Minbu district, Magway region), the Myanmar military conducted airstrikes, killing some civilians. Unknown fatilities coded as 3.",3,1650379020
32923,2022-04-07,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Yesagyo,,3,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-); Pyu Saw Htee,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Yesagyo,21.6335,95.2417,1,Democratic Voice of Burma,National,"On 7 April 2022, in Yesagyo town (Yesagyo township, Pakokku district, Magway region), the Yesagyo PDF attacked military soldiers, police and Pyu Saw Htee with mines in front of the Myo Ma police station, killing four military soldiers and injuring many others.",4,1650379020
32536,2022-04-04,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Mi Hpa Yar,21.5919,95.2999,1,Democratic Voice of Burma,National,"On 4 April 2022, in Mi Hpa Yar village (Yesagyo township, Pakokku district, Magway region), a heavy artillery shell fired by the military forces hit the village, killing a 70-year-old man.",1,1649773383
32466,2022-04-04,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Yesagyo,,3,Military Forces of Myanmar (2021-),Pyu Saw Htee; Police Forces of Myanmar (2021-),1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Pa Khan Gyi,21.5371,95.2037,2,Democratic Voice of Burma,National,"On 4 April 2022, near Pa Khan Gyi village, Yesagyo township (Pakokku district, Magway region), the People's Defense Force - Yesagyo carried out mine attacks twice against the Myanmar military troops, police forces, and Pyu Saw Htee near Pa Khan Gyi village. The mine attacks killed four soldiers and injured many others.",4,1649773383
32493,2022-04-03,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,MGN 35 Pyauk Kyar Tatphwe: MGN 35 Guerrilla Force,The Value of Young Men; Myaung Fighter Defense Force; People's Defense Force - Taloke; People's Defense Force - Chaung-U,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Za Yat Ni,21.6319,95.3034,2,Ministry of Defense - NUG,National,"On 3 April 2022, near Za Yat Ni village, Yesagyo township (Pakokku district, Magway region), joint forces of MGN 35 Guerrilla Force, The Value of Yong Men, Myaung Fighter Defense Force, PDF-Taloke, and PDF - Chuang-U, carried out an attack against about 50 military troops using mines. Five military troops died. The local joint forces seized 2 Bombs, 3 MA magazines, 52 rounds of bullets, and other military equipment.",5,1649773383
32454,2022-04-02,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Fox Ranger P.D.F MYG,,3,Military Forces of Myanmar (2021-),Pyu Saw Htee,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Myaing,Thet Kei Kan,21.6115,94.8207,2,Democratic Voice of Burma,National,"On 2 April 2022, near Thet Kei Kan village, Myaing township (Pakokku district, Magway region), the Fox Ranger P.D.F MYG, operate under the People's Defense Force - Myaing, carried out an attack with mines against two vehicles that carried the Myanmar military troops and Pyu Saw Htee at around 9 am near Thet Kei Kan village. Three military troops, including a battalion commander died, according to PDF-Myaing.",3,1649773383
32469,2022-04-02,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Myanmar),,3,,,0,30,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Yesagyo,21.6335,95.2417,1,Eleven Media Group,National,"On 2 April 2022, in Yesagyo town (Pakokku district, Magway region), an explosion near No. 1 Basic Education High School (BEHS) located in No. 8 ward at around 4:35 pm. There were no casualties.",0,1649773383
32435,2022-04-02,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,PDF: People's Defense Force,MVRF: Myaing Villages Revolution Front; Unidentified Local Defense Forces (Myanmar),3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Myaing,Yar Gyi Pyin,21.6516,94.7238,2,Ministry of Defense - NUG,National,"On 2 April 2022, near Yar Gyi Pyin village (Myaing township, Pakokku district, Magway region), Myaing Villages Revolution Front (MVRF), the PDF (under NUG) and its unreported allies attacked the Myanmar military with heavy weapons near Yar Gyi Pyin village. Casualties Unknown.",0,1649773383
32434,2022-04-02,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Myaing,Myaing,21.6125,94.8543,2,Ministry of Defense - NUG,National,"On 2 April 2022, in Myaing township (Pakokku district, Magway region), Myanmar military launched heavy weapons towards the Aye Chan Thar San Pya village, which exploded in some houses and injured seven locals including children.",0,1649773383
32158,2022-04-01,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,PKU N PDF: Pakokku North PDF,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,2,Democratic Voice of Burma,National,"On 1 April 2022, in Pakokku township (Pakokku district, Magway region), the Pakokku North PDF fired a rocket-propelled grenade targeting the military forces stationed in the Pakokku University at around 1 am. Five military soldiers died, according to Pakokku North PDF.",5,1649177542
32317,2022-03-30,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,MC-KC DF: Myit Chay- Kyun Chaung Defence Force,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Deit Pyar,21.1931,94.7129,2,Democratic Voice of Burma,National,"On 30 March 2022, near Deit Pyar village (Pakokku township, Pakokku district, Magway region), the MC-KC DF attacked seven military vehicles travelling to the village entrance road with mines at around 4 am. Casualties unknown.",0,1649177542
32318,2022-03-30,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,MC-KC DF: Myit Chay- Kyun Chaung Defence Force,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Ah Shey Kan Hpyu,21.1417,94.7234,2,Democratic Voice of Burma,National,"On 30 March 2022, near Ah Shey Kan Hpyu village (Pakokku township, Pakokku district, Magway region), the MC-KC DF attacked a military vehicle patrolling with mines at 5:30 am. Casualties unknown.",0,1649177542
32316,2022-03-30,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,MC-KC DF: Myit Chay- Kyun Chaung Defence Force,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,2,Democratic Voice of Burma,National,"On 30 March 2022, in Pakokku township (Pakokku district, Magway region), the MC-KC DF attacked three military vehicles driving towards Ah Shey Kan Hpyu village on the Kyun Chaung-Seikphyu Road with mines at around 4 pm. Two military soldiers were killed and five others were injured.",2,1649177542
32307,2022-03-29,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Yesagyo,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Sin Chaung,21.5179,95.1998,2,Ministry of Defense - NUG; Democratic Voice of Burma,National,"On 29 March 2022, between Sin Chaung and Zee Kone villages (coded as Sin Chaung) (Yesagyo township, Pakokku district, Magway region), the Yesagyo PDF attacked two military vehicles with two mines at around 11 am. Three military soldiers were killed and many others were injured.",3,1649177542
32361,2022-03-29,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Minbu,Ngape,Pa Dan,19.9801,94.5408,1,Ministry of Defense - NUG,National,"On 29 March 2022, in Pa Dan village (Ngape township, Minbu district, Magway region), military forces in six vehicles fired heavy weapons at houses indiscriminately, injuring three people.",0,1649177542
32306,2022-03-28,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Pyithu Kar Kwei Yay Tat Ma Taw - Western Region: People's Defense Force - Western Region,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Minbu,Minbu,Minbu,20.1806,94.876,2,Democratic Voice of Burma,National,"On 28 March 2022, in Pa Dan town of Minbu township (coded as Minbu) (Minbu district, Magway region), the Pyithu Kar Kwei Yay Tat Ma Taw - Western Region: People's Defense Force - Western Region attacked a military vehicle with mines at around 5 pm. Casualties unknown.",0,1649177542
32066,2022-03-27,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,SYSOPDF: South Yesagyo People's Defense Force,PKU N PDF: Pakokku North PDF,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,1,Ministry of Defense - NUG; Democratic Voice of Burma,National,"On 27 March 2022, in Pakokku town (Pakokku township, Pakokku district, Magway region), 6 military soldiers in patrol motorbikes were attacked by the PKU N PDF and Southern YSO PDF with mines at 2.30 pm. There were unspecified number of casualties.",0,1649177542
32083,2022-03-27,2022,1,Explosions/Remote violence,Grenade,People's Defense Force - Yesagyo,,3,Police Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Pa Khan Gyi,21.5371,95.2037,1,Ministry of Defense - NUG,National,"On 27 March 2022, in Pa Khan Gyi village of Yesagyo township (Pakokku district, Magway region), the Yesagyo PDF attacked the Pa Khan Gyi police station with grenades. Some police were injured from the attack.",0,1649177542
32290,2022-03-27,2022,1,Explosions/Remote violence,Grenade,Pakokku UG: Pakokku Underground,TAMAR MYAY People Defence Force - Myaing,3,Military Forces of Myanmar (2021-),Pyu Saw Htee,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,1,Ministry of Defense - NUG,National,"On 27 March 2022, in Pakokku town of Pakokku township (Pakokku district, Magway region), the Pakokku UG and Tamar Myay Guerrilla Force - Myaing attacked a group of 15 military soldiers and Pyu Saw Htee with grenades. Casualties unknown.",0,1649177542
32220,2022-03-27,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Ku Toke,21.6332,95.2326,1,Radio Free Asia,Regional,"On 27 March 2022, in Ku Toke village of Yesagyo township (Pakokku district, Magway region), the military's artillery shell landed on a house, killing a man in his 50s and his six-year-old son.",2,1649177543
32065,2022-03-26,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Yesagyo,21.6335,95.2417,2,Democratic Voice of Burma; Ministry of Defense - NUG,National,"On 26 March 2022, in Yesagyo township (Pakokku district, Magway region), an artillery launched by Myanmar military hit house, killing two and injured two tenants.",2,1649177542
32313,2022-03-26,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),,7,17,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Ku Toke,21.6332,95.2326,1,Democratic Voice of Burma,National,"On 26 March 2022, in Ku Toke village (Yesagyo township, Pakokku district, Magway region), artillery shells fired by the military IB 257 and 258 hit and exploded in a house at around 11 pm, killing a father and his six-year-old son and injuring his pregnant wife and their three-year-old son.",2,1649177542
32032,2022-03-23,2022,1,Explosions/Remote violence,Grenade,Ah Nauk Paing Taing Myay Auk Sit Sin Yay Ma Har Mate Ahtoo Tatphwe: Western Underground Allied Special Task Force,,3,Police Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Minbu,Ngape,Ngape,20.0753,94.4676,2,Myanmar Labour News; Democratic Voice of Burma,National,"On 23 March 2022, in Padan town of Ngape township (coded as Ngaphe) (Minbu district, Magway region), the Ah Nauk Paing Taing Myay Auk Sit Sin Yay Ma Har Mate Ahtoo Tatphwe: Western Underground Allied Special Task Force hurled a large grenade at police forces on patrol at around 9 pm. There were casualties but no fatalities.",0,1648567516
32022,2022-03-23,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,People's Defense Force - Gangaw Battalion,,3,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,13,Southeast Asia,Myanmar,Magway,Gangaw,Gangaw,Min Ywar,22.0214,94.0919,1,Democratic Voice of Burma,National,"On 23 March 2022, in Min Ywar village (Gangaw township, Gangaw district, Magway region), the Gangaw PDF (Southern group) fired 7 rounds of 80mm artillery and six rounds of 60mm artillery at a police station at about 2:45 pm. Three military soldiers were killed.",3,1648567516
32031,2022-03-23,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Ah Nauk Paing Taing Myay Auk Sit Sin Yay Ma Har Mate Ahtoo Tatphwe: Western Underground Allied Special Task Force,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Minbu,Ngape,Ngape,20.0753,94.4676,2,Democratic Voice of Burma,National,"On 23 March 2022, in Ngape township (Minbu district, Magway region), the Ah Nauk Paing Taing Myay Auk Sit Sin Yay Ma Har Mate Ahtoo Tatphwe: Western Underground Allied Special Task Force attacked a military column with nine mines at about 7 pm. At least eight military soldiers were killed.",8,1648567516
32019,2022-03-23,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,,,0,10,Southeast Asia,Myanmar,Magway,Gangaw,Gangaw,Thar Si,22.5207,94.1308,1,Ministry of Defense - NUG,National,"On 23 March 2022, in Thar Si village of Gangaw township (Gangaw district, Sagaing region), more than 100 military and Pyu Saw Htee fired heavy artillery shells at the displaced people indiscriminately. Casualties unknown.",0,1648567517
32018,2022-03-23,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),,1,,,0,10,Southeast Asia,Myanmar,Magway,Gangaw,Gangaw,Chaung Kauk,22.5293,94.1327,1,Ministry of Defense - NUG,National,"On 23 March 2022, in Chaung Kauk village, Gangaw township (Gangaw district, Sagaing region), more than 100 military and Pyu Saw Htee fired heavy artillery shells at the displaced people indiscriminately. Casualties unknown.",0,1648567517
32109,2022-03-23,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,PDF: People's Defense Force,,3,,,0,30,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Nyaung Hla,21.2131,94.8277,2,Eleven Media Group,National,"On 23 March 2022, near Nyaung Hla village, Pakokku township (Pakokku district, Magway region), a homemade mine explosion occurred at around 10 am and damaged the road. The explosion was carried out by People's Defense Force, according to Eleven Media Group. There were no casualties.",0,1649177542
31911,2022-03-21,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Pakokku,King Fighter-SGF; People's Defense Force - Pauk,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Ga Wun Lay Taing,21.2606,94.6765,2,Democratic Voice of Burma,National,"On 21 March 2022, near Ga Wun Lay Taing village of Pakokku township (Pakokku district, Magway region), the joint force of PDF-Pakokku, King Fighter, and PDF-Pauk attacked a military vehicle coming to reinforce its troops with mines on Se Kaung-Ga Wun road. Casualties unknown.",0,1648567516
31907,2022-03-21,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Y3 Underground Revolutionary Force,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Seik Kha Wa,21.1314,94.7994,2,Democratic Voice of Burma,National,"On 21 March 2022, between Seik Kha Wa and Tangkyitaung villages (coded as Seik Kha Wa) (Pakokku district, Magway region), the Y3 Underground Revolutionary Force attacked the Myanmar military forces with mines at around 6 pm, killing about four military troops.",4,1648567516
32015,2022-03-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,LSRPDF: Laung She Regional People Defense Force,The Youth Force - Saw & Kyaukhtu; People's Defense Force - Saw Township; People's Defense Force - Seikphyu Township; Salin(S) PDF; Sun Ye Tatphwe: Kite Force,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Gangaw,Saw,Saw,21.1498,94.1556,2,Ministry of Defense - NUG,National,"On 21 March 2022, in Saw township (Gangaw district, Magway region), the LSRPDF, the Youth Force - Saw & Kyaukhtu, People's Defense Force - Saw Township, People's Defense Force - Seikphyu Township, Salin(S) PDF and Sun Ye Tatphwe: Kite Force attacked a military column with long range heavy weapons. Casualties unknown.",0,1648567517
32014,2022-03-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,LSRPDF: Laung She Regional People Defense Force,The Youth Force - Saw & Kyaukhtu; People's Defense Force - Saw Township; People's Defense Force - Seikphyu Township; Salin(S) PDF; Sun Ye Tatphwe: Kite Force,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Gangaw,Saw,Saw,21.1498,94.1556,2,Ministry of Defense - NUG; Myanmar Now,National,"On 20 March 2022, in Saw township (Gangaw district, Magway region), the LSRPDF, the Youth Force - Saw & Kyaukhtu, People's Defense Force - Saw Township, People's Defense Force - Seikphyu Township, Salin(S) PDF and Sun Ye Tatphwe: Kite Force attacked a military column with long range heavy weapons. Casualties unknown.",0,1648567516
31925,2022-03-20,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Southern YSO PDF: Southern Yesagyo PDF,PKU N PDF: Pakokku North PDF,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,2,Democratic Voice of Burma,National,"On 20 March 2022, in Pakokku township (Pakokku district, Magway region), the combined force of Southern Yesagyo PDF and PKU N PDF conducted attacked a military convoy with eight mines near Pakokku airport at around 12 pm. The group reported 5 military soldiers died on the spot and two others were severely injured.",5,1648567516
31655,2022-03-17,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Kyaukhtu,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Gangaw,Saw,Kyaukhtu,21.406,94.136,2,Democratic Voice of Burma; Myanmar Now,National,"On 17 March 2022, near Kyaukhtu town, Saw township (Gangaw district, Magway region), the People's Defense Force - Kyaukhtu carried out an attack against three Myanmar military's convoy vehicles with mines on Kyaukhtu-Pakokku road. Eight military troops died, three others were injured, and two vehicles destroyed.",8,1647959646
31745,2022-03-17,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Htilin,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Gangaw,Tilin,Tilin,21.6963,94.0927,2,Democratic Voice of Burma; Myanmar Labour News,National,"On 17 March 2022, in Tilin township (Gangaw district, Magway region), the People's Defense Force - Htilin carried out mine attacks against about 96 Myanmar military convoy vehicles on Pakokku-Kyaukhtu road at around 2 pm. One military's vehicle was on fire and destroyed. At least 13 military soldiers died and 17 others were injured.",13,1648567516
31266,2022-03-10,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Yesagyo,,3,Police Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Yesagyo,Yesagyo,21.6335,95.2417,1,Democratic Voice of Burma,National,"On 10 March 2022, in Yesagyo town (Pakokku district, Magway region), the People's Defense Force - Yesagyo carried out three mine attacks against police forces who were on their way to a funeral service at around 4 pm. Three police forces died.",3,1647359953
31673,2022-03-10,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Pakokku Myo Pya Pyaukkyar Tatphwe - Tatphwe 2: Pakokku Urban Guerrillas Force - Unit 2,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,1,Democratic Voice of Burma,National,"On 10 March 2022, in Pakokku town (Pakokku district, Magway region), the Pakokku Urban Guerrillas Force carried out a bomb attack against the Myanmar military forces who were taking security at Myanmar Economic Bank at around 11 pm. Four military soldiers were injured.",0,1647959646
31394,2022-03-06,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,People's Defense Force - Myaing,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Myaing,Myaing,21.6125,94.8543,2,Democratic Voice of Burma,National,"On 6 March 2022, on the Myaing- Pakokku Road in Myaing township (Pakokku district, Magway region), battalions of Myaing PDF, named Golden Knief Captain Force and the KG, attacked the military camp in a government planning office with improvised grenade launchers at around 3 pm. Casualties unknown.",0,1647359953
31436,2022-03-05,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Myaing,,3,Military Forces of Myanmar (2021-),,1,13,Southeast Asia,Myanmar,Magway,Pakokku,Myaing,Myaing,21.6125,94.8543,2,Democratic Voice of Burma,National,"On 5 March 2022, on the Kyar Tat-Lin Ka Daw Road in Myaing township (Pakokku district, Magway region), the Myaing PDF attacked a military convoy of eight trucks with 30 mines, destroying two trucks. Casualties unknown.",0,1647359952
31120,2022-03-03,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,People's Defense Force - Pakokku,,3,,,0,30,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,2,Democratic Voice of Burma,National,"On 3 March 2022, in Pakokku township (Pakokku district, Magway region), the Pakokku PDF bombed the Pakokku Township Electricity Office. Casualties unknown.",0,1646755948
